pert_id,pert_iname
brd-k41772907,tolimidone
brd-a42759514,ornidazole
brd-k42898655,temsirolimus
brd-a42699921,teriflunomide
brd-k43586850,lacidipine
brd-k43723251,chenodiol
brd-k43802723,amg-837
brd-k44408410,2-methoxyestradiol
brd-k43797669,genistein
brd-k44366189,anacetrapib
brd-k44442813,pidotimod
brd-a44448661,pentobarbital
brd-k37111771,trientine
brd-a38076815,glafenine
brd-k38852836,ganetespib
brd-k41438959,perampanel
brd-a37288617,amfepramone
brd-k40718343,aee-788
brd-k43806473,camostat-mesilate
brd-k51350053,toremifene
brd-k52020312,metronidazole
brd-k51333959,siramesine
brd-a51382177,fosinopril
brd-k51485625,ritonavir
brd-k52080565,nandrolone
brd-k52172416,anastrozole
brd-k52959329,mitiglinide
brd-k52989797,clomipramine
brd-k52183142,pregnenolone
brd-a52922642,gallopamil
brd-k53581288,baricitinib
brd-k53665955,mk-5108
brd-k54472332,elvitegravir
brd-k54640016,way-362450
brd-k53737926,amitriptyline
brd-k53765467,empagliflozin
brd-k54520417,lxr-623
brd-k54759182,dosulepin
brd-k55250441,sulfadoxine
brd-k89732114,trifluoperazine
brd-k73395020,arp-101
brd-k01192156,tyrphostin-ag-112
brd-a55272860,sulpiride
brd-k48168960,propylthiouracil
brd-k70792160,10-debc
brd-a84045418,calpeptin
brd-k60623809,su-11652
brd-a56359832,zileuton
brd-k51040301,cobicistat
brd-k51033547,tramadol
brd-a51964809,halofantrine
brd-a68009927,daunorubicin
brd-k63712959,temoporfin
brd-k99107520,felbamate
brd-a36010170,amcinonide
brd-k36269323,asymmetrical-dimethylarginine
brd-k36927236,glibenclamide
brd-k31928526,barasertib
brd-k36862742,hydroflumethiazide
brd-k36970462,tonabersat
brd-k37516142,idebenone
brd-k34415467,trimethobenzamide
brd-k32318651,acyclovir
brd-k34008116,dolasetron
brd-k36270037,esculin
brd-a50684349,fenoldopam
brd-k33251802,miglustat
brd-k47539947,tetradecylthioacetic-acid
brd-k58550667,fk-866
brd-k60038276,irbesartan
brd-k73691377,alprostadil
brd-k82164249,andarine
brd-k69688083,mestinon
brd-k77771411,moxonidine
brd-k76703230,ym-155
brd-k80535353,enoxolone
brd-a20131130,"2',5'-dideoxyadenosine"
brd-k91290917,amodiaquine
brd-k96029467,alagebrium
brd-k75024268,lesinurad
brd-k89104321,gaboxadol
brd-k89015388,gsk-923295
brd-k92731339,perindopril
brd-k90239174,amg-487
brd-k03353589,ecabet
brd-k97688263,benzamil
brd-k31339321,lirimilast
brd-k35007173,enprofylline
brd-m98279124,cevimeline
brd-k87202646,isoniazid
brd-k98453471,salirasib
brd-k87990216,piretanide
brd-k88052444,urea
brd-k88807631,elacridar
brd-a87983072,benzotript
brd-k88025533,fingolimod
brd-k88789588,letrozole
brd-k87278688,armodafinil
brd-a49838158,phenprocoumon
brd-k89561498,sn-38
brd-k89704198,vincamine
brd-k89014967,as-703026
brd-k89402695,l-655240
brd-a89585551,mefloquine
brd-k90789829,nefazodone
brd-k24771047,ampalex
brd-k28307902,flutamide
brd-k26823213,gw-842166
brd-k31342827,bisindolylmaleimide
brd-k28428262,brivanib
brd-k28822270,resminostat
brd-k28936863,ketotifen
brd-k28456624,seocalcitol
brd-k28912512,nicotinamide
brd-k28965160,bvd-523
brd-k29458283,chlorambucil
brd-a29485665,bicalutamide
brd-k29530284,amlexanox
brd-a29844814,abt-202
brd-k29950728,clomifene
brd-a29520968,acifran
brd-a29854054,lorglumide
brd-k29968218,kx2-391
brd-k30563334,rifabutin
brd-a30815329,felodipine
brd-k26667523,tak-733
brd-k30685142,levothyroxine
brd-a30984645,gdc-0834
brd-k26325692,api-001
brd-a28746609,paclitaxel
brd-k28115081,apafant
brd-k30020243,aliskiren
brd-k31092604,donitriptan
brd-a31095847,mozavaptan
brd-k29133151,"ici-185,282"
brd-k30550578,pf-04620110
brd-k31447894,pravastatin
brd-k32107296,temozolomide
brd-a32172948,methiopril
brd-k31519811,pf-02545920
brd-k32164935,tolazamide
brd-k32218650,mbx-2982
brd-k31495718,azd-7687
brd-k31476763,azd-9668
brd-k32977963,eugenol
brd-k33106058,cytarabine
brd-k33483813,actarit
brd-a33692381,zidovudine
brd-a33084557,tioconazole
brd-k33127281,adapalene
brd-k33610132,rociletinib
brd-a33697453,fenticonazole
brd-k34157611,cimetidine
brd-k28470988,l-690330
brd-k34185671,amg-517
brd-k34313798,ly-215490
brd-k34888156,theobromine
brd-k35169477,taranabant
brd-k11973162,tipiracil
brd-a12077521,cefepime
brd-a12230535,nutlin-3
brd-a11990600,lorazepam
brd-k12219985,glipizide
brd-a12237696,l-citrulline
brd-k12423485,griseofulvin
brd-k12609457,exalamide
brd-k12737986,veliparib
brd-k12539416,sulbutiamine
brd-k12735121,tg-100801
brd-k12867552,pci-24781
brd-k12885236,dapivirine
brd-k12932420,ym-976
brd-a12994259,pomalidomide
brd-k13050541,acivicin
brd-a12896037,cisapride
brd-k12994359,valdecoxib
brd-a13084692,troglitazone
brd-a13133631,fluorometholone
brd-k13183738,pentamidine
brd-k13356952,methazolamide
brd-k13154216,everolimus
brd-a13188892,doxazosin
brd-k13296708,rimonabant
brd-k13646352,midostaurin
brd-k13756951,bitopertin
brd-k13926615,vardenafil
brd-k14175878,mk-0812
brd-k13819402,desoxypeganine
brd-a14262390,guanadrel
brd-k14529030,meisoindigo
brd-k14704277,cinoxacin
brd-a14798026,mestranol
brd-k14619660,altrenogest
brd-k14653796,tasquinimod
brd-k14796088,berberine
brd-k14870255,r-428
brd-a14886633,norgestrel
brd-a14966924,alaproclate
brd-k15010214,emedastine
brd-k15170068,swainsonine
brd-a14941520,dofequidar
brd-k14993104,bemegride
brd-k15108141,gemcitabine
brd-k01638814,rilmenidine
brd-a15202882,milnacipran
brd-k15318383,ammonium-glycyrrhizinate
brd-k15426076,iguratimod
brd-k15179879,carfilzomib
brd-a15297126,fluocinolone-acetonide
brd-k15409150,penfluridol
brd-a15435692,bmy-14802
brd-a03506276,xl-888
brd-a03623303,metoprolol
brd-k04112579,nepafenac
brd-k03601870,ixabepilone
brd-k04111260,raclopride
brd-k04264130,favipiravir
brd-a04352665,maraviroc
brd-k04691817,agi-6780
brd-k04804440,ciprofloxacin
brd-a04553218,chlorphenamine
brd-k04704168,clemizole
brd-k04956647,nebivolol
brd-k04993719,ly-2334737
brd-k05236810,luteolin
brd-a05334458,lisofylline
brd-k05446112,ledipasvir
brd-a05186015,bupropion
brd-k05395900,nicotine
brd-a05523972,telmesteine
brd-k05524748,dronedarone
brd-k05674516,psi-7976
brd-k05977355,fluconazole
brd-k05673000,dicloxacillin
brd-a05821830,docetaxel
brd-k06240250,rilpivirine
brd-k06294530,uk-383367
brd-k06388322,pramipexole
brd-k06674495,nafamostat
brd-k06762493,isbufylline
brd-k06335600,tizanidine
brd-k06557128,voriconazole
brd-k06858286,cabazitaxel
brd-k06878038,deferiprone
brd-a06916187,cpi-613
brd-k07106112,bms-599626
brd-k06900071,tebipenem
brd-k06902185,minoxidil
brd-a06935312,fusidic-acid
brd-k07160047,fiacitabine
brd-k07208025,trimethoprim
brd-k07237224,moclobemide
brd-a07395371,esmolol
brd-a07563059,bopindolol
brd-k07220430,cinnarizine
brd-k07310275,pf-04691502
brd-a07440155,labetalol
brd-k04185004,oxybuprocaine
brd-k07753030,acecainide
brd-a07815743,kakonein
brd-k07609981,dexloxiglumide
brd-a07704283,isofloxythepin
brd-k07798980,psi-6130
brd-a33280134,etoposide
brd-k00077635,estramustine-phosphate
brd-k00152668,adarotene
brd-k00259736,colchicine
brd-a00147595,balaglitazone
brd-a00218260,flutrimazole
brd-a00376169,kbg
brd-k00494077,trovafloxacin
brd-a00546892,biperiden
brd-k00610438,altanserin
brd-k00521308,atn-161
brd-k00603606,ticlopidine
brd-k00662280,cl-218872
brd-k00673382,famotidine
brd-k00674894,orteronel
brd-a00938334,drospirenone
brd-k01029106,picolinic-acid
brd-k01174345,anamorelin
brd-k00911143,brexpiprazole
brd-k01039503,sofalcone
brd-k01292756,pimozide
brd-k01577834,adenosine
brd-a01636364,bupivacaine
brd-a01787639,naftopidil
brd-k01621533,acarbose
brd-k01663662,diphenidol
brd-k01674964,histamine
brd-k01815685,indole-3-carbinol
brd-k01824921,dpcpx
brd-k02265150,amoxapine
brd-k02292852,cefoperazone
brd-k02079473,oxatomide
brd-k02314383,epitiostanol
brd-a02367930,ethinyl-estradiol
brd-k02501528,s-18986
brd-k02867583,minaprine
brd-k02389548,rg-2833
brd-k02404261,caffeine
brd-k02637541,celecoxib
brd-k02900412,clofoctol
brd-k02943813,dasabuvir
brd-a02990301,lofexidine
brd-a03061970,alizapride
brd-k03194791,roflumilast
brd-k02950022,bms-299897
brd-k02992638,lamivudine
brd-k03095347,levosimendan
brd-k05658747,raltegravir
brd-a03249105,fulvestrant
brd-k03816923,rottlerin
brd-k03390685,cobimetinib
brd-a03216249,mepivacaine
brd-k03289534,lersivirine
brd-k03384561,roquinimex
brd-k37289225,clozapine
brd-k37385792,conivaptan
brd-k37561857,zardaverine
brd-k37355418,efaproxiral
brd-k38744518,betulinic-acid
brd-k37590257,gsk-256066
brd-a37780065,triamcinolone
brd-k37872686,tirofiban
brd-a37959677,estrone
brd-k37846922,"3,3'-diindolylmethane"
brd-k37890730,camptothecin
brd-k37991163,paroxetine
brd-k38183498,clonazepam
brd-k38436528,imipramine
brd-a67373739,aica-ribonucleotide
brd-k38868394,mk-0773
brd-k39339537,epirizole
brd-k38473998,cilomilast
brd-k39252998,atipamezole
brd-m39350793,reboxetine
brd-k39974922,lenvatinib
brd-k40227168,vinburnine
brd-k40758068,efavirenz
brd-a40084411,cgp-12177
brd-a40639672,ketorolac
brd-a40787240,gemifloxacin
brd-k41185545,ambrisentan
brd-k41260949,valproic-acid
brd-k41434598,org-9768
brd-a41451487,pk-11195
brd-k41213548,kw-2478
brd-k41410256,balsalazide
brd-k41524689,paracetamol
brd-k41783120,sta-5326
brd-k42352790,anandamide
brd-k42495768,tasisulam
brd-k42098891,protriptyline
brd-k42348709,cyclobenzaprine
brd-k42417338,butorphanol-(+)-tartrate
brd-k42679050,y-27152
brd-k42948882,amd-11070
brd-k43002771,sr-33805
brd-k43164539,cholic-acid
brd-k43457670,acetazolamide
brd-k42981054,mibampator
brd-a43082555,loxoprofen
brd-k43410529,mln-2480
brd-k43578482,defactinib
brd-k43887077,dopamine
brd-a44090213,indoprofen
brd-k44309363,dexniguldipine
brd-a43882281,pinacidil
brd-k43966364,penicillin-v-potassium
brd-k44273375,tolnaftate
brd-k44353683,nateglinide
brd-a61676498,climbazole
brd-k55966568,orantinib
brd-a56085258,lgx-818
brd-a55962179,omeprazole
brd-k56032964,ap-26113
brd-k56558538,ambroxol
brd-a56592690,px-12
brd-k57252450,cilengitide
brd-k56614220,clofazimine
brd-k57222227,indometacin
brd-k57371763,fidaxomicin
brd-a57382968,piroxicam
brd-k58211978,roxithromycin
brd-k58486055,reparixin
brd-k58501140,tak-875
brd-a59174698,ritodrine
brd-k58435339,at-13387
brd-k59058766,chlorprothixene
brd-k59197931,naproxen
brd-k59227464,ly-2228820
brd-k59524082,maribavir
brd-k60341624,gsk-1292263
brd-k59506194,targinine
brd-k59573506,cyproterone-acetate
brd-k59574735,ubenimex
brd-k60585088,paricalcitol
brd-a55393291,testosterone
brd-a56371469,agi-5198
brd-k56851771,enzalutamide
brd-k60997853,pha-848125
brd-k55512740,mk-8033
brd-k57764956,cariprazine
brd-a58955223,sulforaphane
brd-k38287497,narlaprevir
brd-k59325863,delanzomib
brd-k37714784,abt-724
brd-k61036791,rucinol
brd-a38350138,ketoconazole
brd-k38197229,bumetanide
brd-a39390670,rabeprazole
brd-k39503511,quiflapon
brd-k37694030,doxepin
brd-a38218502,metenkephalin
brd-a39415247,norethisterone
brd-a39935389,teroxirone
brd-k40797222,sc-12267
brd-k41160163,fenobam
brd-k41708980,triamcinolone-acetonide
brd-k41170226,deoxycholic-acid
brd-k40870905,ct-7758
brd-k41599323,lonafarnib
brd-k41731458,triclosan
brd-a55579717,cytisine
brd-k55781385,bms-927711
brd-a55913614,primaquine
brd-k55748775,sch-28080
brd-k55847762,lobenzarit
brd-k55930204,phenytoin
brd-k56104152,oxiconazole
brd-k56291712,voxtalisib
brd-k56334280,amonafide
brd-k56405753,mk-2461
brd-k56800335,guanaben-acetate
brd-k56844688,epirubicin
brd-k56957086,dacinostat
brd-k56810756,fomepizole
brd-k57041787,dabigatran-etexilate
brd-k57432881,tiapride
brd-k57569181,pentoxifylline
brd-a58048407,nimodipine
brd-k57545991,enalapril
brd-k57631554,5-aminolevulinic-acid
brd-k58010567,vilazodone
brd-k58114536,rasagiline
brd-k77987382,mebendazole
brd-k58626373,dexfenfluramine
brd-k58951486,rocuronium
brd-k59013864,am-24
brd-a58564983,selamectin
brd-k58736316,cianidanol
brd-k59037100,oxybenzone
brd-k59273480,propentofylline
brd-k59332007,linopirdine
brd-k59433843,ici-192605
brd-k59331299,voglibose
brd-k59436580,tedizolid
brd-k59632282,quinidine
brd-k59875992,fpl-62064
brd-a51078674,diclofensine
brd-k60237333,niacin
brd-k59715032,pasireotide
brd-k59929863,cb-10-277-(free-acid)
brd-k60160658,tiagabine
brd-k60240222,carglumic-acid
brd-k61195623,combretastatin-a-4
brd-k61250553,loperamide
brd-k61452026,emtricitabine
brd-a61154809,gliclazide
brd-a61221616,medroxyprogesterone-acetate
brd-k61397605,romidepsin
brd-k61567297,resatorvid
brd-k81672972,dinoprost
brd-k51143828,lurasidone
brd-k51087630,tirasemtiv
brd-k51263939,sarcosine
brd-k51324732,meglitinide
brd-k51677086,erythromycin-ethylsuccinate
brd-k51747290,hydroxyurea
brd-k51662849,ilomastat
brd-a51714012,venlafaxine
brd-a51820102,econazole
brd-k51967704,biib-021
brd-k52233191,r-547
brd-a52660433,tetrindole
brd-a52252998,clindamycin
brd-k52662033,lidocaine
brd-k52818472,ivacaftor
brd-k53061490,ozagrel
brd-k53318339,vinpocetine
brd-a53566267,anecortave-acetate
brd-a53176877,methylprednisolone
brd-k53517854,fluvoxamine
brd-a53576514,orphenadrine
brd-k53814070,ripasudil
brd-k53963539,vortioxetine
brd-k54006094,formoterol
brd-k53857191,risperidone
brd-k53979406,alx-5407
brd-k54416256,methimazole
brd-k54770957,etoricoxib
brd-k55013654,lorcaserin
brd-k55127134,fluphenazine
brd-k54847683,equol
brd-k54936858,dmp-777
brd-k55026842,azacitidine
brd-k55191674,benzylpenicillin
brd-k85140930,aphidicolin
brd-a77216878,manumycin-a
brd-k36324071,nf-449
brd-a69951442,dexamethasone
brd-a43331270,niguldipine
brd-k07572174,curcumin
brd-a54880345,etomidate
brd-k23875128,rho-kinase-inhibitor-iii[rockout]
brd-k52618540,inositol
brd-k54028654,trehalose
brd-k86301799,dipyridamole
brd-k64990520,apocynin
brd-k50163129,acrivastine
brd-a50764878,mdl-73005ef
brd-k50938287,sumatriptan
brd-k50859149,sulfafurazole
brd-a50998626,palomid-529
brd-k44771174,ibutamoren
brd-k45542189,diethylcarbamazine
brd-a47598013,citalopram
brd-k44827188,vismodegib
brd-k46386702,arry-334543
brd-a48430263,pioglitazone
brd-k49111258,prazosin
brd-a50311610,meclizine
brd-k62387885,basimglurant
brd-k62398570,lerisetron
brd-a62879835,rifaximin
brd-k62363391,dapsone
brd-k62858456,lomerizine
brd-k62965247,tipifarnib-p2
brd-k62391742,venetoclax
brd-k63550407,erythromycin
brd-k63675182,triflupromazine
brd-k62996583,lidoflazine
brd-k63630713,etacrynic-acid
brd-a63675168,brivudine
brd-a64553394,dpi-201106
brd-a64485570,trifluridine
brd-k64538373,ro-4987655
brd-a64977602,mirtazapine
brd-a65013509,oxybutynin
brd-k64504314,dienogest
brd-k64931368,aminocaproic-acid
brd-a66155091,trilostane
brd-k65991129,sb-705498
brd-k66937583,lodoxamide
brd-k67043667,altretamine
brd-k65992024,pirenoxine
brd-k66035042,mannitol-d
brd-k67017579,cilostazol
brd-k67068943,ore-1001
brd-k67525671,zk-200775
brd-k67680372,ci-966
brd-a61793559,metolazone
brd-k62737565,gabapentin
brd-a67616246,levomequitazine
brd-k67783091,haloperidol
brd-k61988078,moxidectin
brd-a63236097,andrographolide
brd-k64874225,nsc-4644
brd-k67080878,milrinone
brd-a61767428,ursolic-acid
brd-k63861289,molsidomine
brd-a65280694,molindone
brd-k61693562,pyrazinoylguanidine
brd-k61691541,pf-03084014
brd-a62035778,scopolamine
brd-k62196610,avn-944
brd-k62277907,sarsagenin
brd-a62071884,siguazodan
brd-k62200014,anagrelide
brd-k62310379,fluticasone-propionate
brd-a62525898,prednisone
brd-k62627508,idasanutlin
brd-k62685538,triptorelin
brd-k62562723,sr-2640
brd-k62676709,guanethidine
brd-k62734952,arglabin
brd-k62762455,ru-58841
brd-k63126190,epinephrine
brd-k63178091,telotristat
brd-a63310107,miglitol
brd-k63430059,methoxsalen
brd-k63150726,jte-907
brd-k63343048,orlistat
brd-k63504947,semaxanib
brd-k63736853,acipimox
brd-a63752151,fidarestat
brd-k64338723,milacemide
brd-k34328244,mf-101
brd-k63828191,raloxifene
brd-a64406146,timofibrate
brd-k64622987,torcetrapib
brd-k64785675,tg-100115
brd-k64838454,dipraglurant
brd-k64755930,etazolate
brd-k64925568,amg-232
brd-k65170927,aprepitant
brd-k65678996,nefiracetam
brd-k65820248,sdz-nkt-343
brd-a65248799,emd-53998
brd-k65428967,cordycepin
brd-k65781196,avanafil
brd-k65928735,azd-1480
brd-k66175015,afatinib
brd-k66412701,pazufloxacin
brd-k66876909,linezolid
brd-k66404838,nalbuphine
brd-a66419424,ixazomib-citrate
brd-k66615216,moxifloxacin
brd-k66911501,mk-3207
brd-k67174965,acetylcysteine
brd-a67479912,progesterone
brd-a67097164,ifosfamide
brd-k67121414,apixaban
brd-k67277431,picotamide
brd-a67516570,lafutidine
brd-a36057565,bruceantin
brd-k44844162,taselisib
brd-k44876623,zolpidem
brd-k44974079,ticagrelor
brd-a44863528,proglumide
brd-k44942188,fomocaine
brd-k45033733,famciclovir
brd-k45158365,valsartan
brd-k45245728,ursodeoxycholyltaurine
brd-k45330754,diethylstilbestrol
brd-k45168550,sb-756050
brd-k45252063,clofibrate
brd-k45503887,delivert
brd-k46133855,nxy-059
brd-k46290096,preladenant
brd-k46424862,hymecromone
brd-k46654563,zofenopril-calcium
brd-a46179541,doxapram
brd-k46604138,dapagliflozin
brd-k46692793,umeclidinium
brd-k47095176,talnetant
brd-k47642186,piclamilast
brd-a47364545,sk&f-10047-(+)
brd-k47554101,eperezolid
brd-k47639036,flavoxate
brd-k47780086,penciclovir
brd-k48195801,tecastemizole
brd-a48237631,mitomycin-c
brd-k48367671,febuxostat
brd-k48461310,fosfomycin
brd-k48213016,cc-930
brd-k48300629,zonisamide
brd-a48570745,ivermectin
brd-k48894757,laropiprant
brd-k49215523,gsk-2636771
brd-k49350383,thioguanine
brd-a49160188,donepezil
brd-a49399758,desmopressin-acetate
brd-a49622760,faropenem
brd-k49685476,ttnpb
brd-k49807096,benazepril
brd-k49671696,ketanserin
brd-a49765801,fludroxycortide
brd-k49840922,etofylline-clofibrate
brd-k50031829,pf-04447943
brd-k50422030,clomethiazole
brd-k50564936,e-2012
brd-a50675702,fipronil
brd-k50398167,meclofenamic-acid
brd-k50498985,taladegib
brd-k50590187,capsaicin
brd-k53508936,cts-1027
brd-k82522873,n6022
brd-a83081521,finasteride
brd-k83405785,pimavanserin
brd-k82603084,ethylenediaminetetraacetic-acid
brd-k83186168,azd-1981
brd-k83508485,fk-888
brd-a84174393,meloxicam
brd-k84564571,telatinib
brd-k84925803,t-5224
brd-k84466663,nelarabine
brd-a84575140,pimobendan
brd-k84986517,darunavir
brd-k84996356,azd-3514
brd-k85090592,pilocarpine
brd-k85833139,dehydroepiandrosterone
brd-k85925969,zalcitabine
brd-k86892782,edoxudine
brd-k85751432,refametinib
brd-k86118762,linsitinib
brd-k86930074,cediranib
brd-a87130939,masoprocol
brd-k80082640,otamixaban
brd-k82236179,dicoumarol
brd-a84481105,thioridazine
brd-a80151636,bromocriptine
brd-k81795818,exherin
brd-k84011460,nizofenone
brd-a86216746,varenicline
brd-k45117373,y-26763
brd-k45152786,merbarone
brd-k84748119,vicriviroc
brd-k45071273,tetracaine
brd-a45153512,bimatoprost
brd-k45875383,xbd-173
brd-k46018455,bezafibrate
brd-k46937689,phenazone
brd-a45889380,mepacrine
brd-k45924332,amrinone
brd-k46839850,cinepazide
brd-k46970505,cefozopran
brd-k47000838,cytochalasin-b
brd-k50133271,tolfenamic-acid
brd-k47976015,balapiravir
brd-k48578705,methyldopa
brd-k47869605,podophyllotoxin
brd-k47936004,piribedil
brd-k48068743,teneligliptin
brd-k48722258,dilazep
brd-k48892307,sasapyrine
brd-k49456274,pilaralisib
brd-k49555808,bms-707035
brd-k48812570,macitentan
brd-k49404994,levetiracetam
brd-k49504902,sep-227900
brd-a50033377,rivaroxaban
brd-m80207679,nemonapride
brd-k80343549,tak-285
brd-k19111024,clofibric-acid
brd-k80267133,aminosalicylic-acid
brd-k80396088,gliquidone
brd-k80608265,erteberel
brd-k81272440,dantrolene
brd-k81458380,cx-4945
brd-k81332461,maxacalcitol
brd-k81473089,tacrine
brd-k81694556,vtp-27999
brd-k81916719,triclabendazole
brd-a62025033,temsirolimus
brd-k82234479,tramiprosate
brd-k82244583,binimetinib
brd-a82396632,miconazole
brd-k82225283,isosorbide-mononitrate
brd-a82395837,ginkgolide-b
brd-k82467063,sb-271046
brd-k82767007,dazoxiben
brd-k82795137,loratadine
brd-k82967685,mirodenafil
brd-a82772293,mepazine
brd-k82846253,repaglinide
brd-k82941592,rosuvastatin
brd-k83057217,doxifluridine
brd-k83699324,nms-1286937
brd-k83794243,palovarotene
brd-k84091759,candesartan
brd-k83720053,avagacestat
brd-k83837640,jnj-26481585
brd-k84163249,ercalcitriol
brd-k84683831,radezolid
brd-k84794093,dideoxyadenosine
brd-k84810405,almorexant
brd-k84698278,agomelatine
brd-k84783599,riociguat
brd-k84798689,sodium-tanshinone-ii-a-sulfonate
brd-k84892605,iowh-032
brd-k85119730,tolbutamide
brd-k85337334,otilonium
brd-a85439007,idoxuridin
brd-k85307935,novobiocin
brd-k85406984,sobetirome
brd-a85548292,piketoprofen
brd-k85679373,sulbactam
brd-k86307448,allopurinol
brd-a86871940,nicaraven
brd-a86248581,tetrahydrouridine
brd-k86525559,azd-7762
brd-k86816506,pf-04457845
brd-k86882815,cabergoline
brd-k74363950,aclidinium
brd-k75958547,pitavastatin
brd-a74980173,gatifloxacin
brd-k68103045,cgs-20625
brd-k68164687,epothilone-b
brd-k68532323,sb-743921
brd-k68132782,terbinafine
brd-k68232413,etizolam
brd-k68552125,phorbol-myristate-acetate
brd-k68693535,lidamidine
brd-k68747584,pf-03814735
brd-k69247067,afloqualone
brd-a69275535,pinitol
brd-k70330367,amantadine
brd-k69236721,lumacaftor
brd-a69636825,diltiazem
brd-k70358946,aripiprazole
brd-k70778732,trazodone
brd-k70914287,bibx-1382
brd-k70463136,bay-87-2243
brd-a70858459,estramustine
brd-k70912147,co-102862
brd-k71221037,birinapant
brd-k71281111,snx-2112
brd-k71480163,gdc-0068
brd-k72222507,quinapril
brd-a72309220,metergoline
brd-k71289571,zafirlukast
brd-k72215350,acexamic-acid
brd-a72390365,choline-alfoscerate
brd-k73196317,urapidil
brd-k67844266,pevonedistat
brd-k73237276,tacalcitol
brd-a73368467,fexofenadine
brd-k67789209,adatanserin
brd-k68488863,enmd-2076
brd-k68938568,gdc-0152
brd-k70557564,zosuquidar
brd-k81144366,moxisylyte
brd-a69815203,cyclosporin-a
brd-a81233518,glycopyrrolate
brd-k81957469,semagacestat
brd-k82135108,elesclomol
brd-k82677201,almitrine
brd-k81258678,triptolide
brd-a82035391,tolvaptan
